(c) Der Bundeswahlleiter, Wiesbaden 2019;;;;;;;;;;;;;;;;
Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Ergebnisse nach Kreisen und kreisfreien Städten;;;;;;;;;;;;;;;;
Status:;Vorläufig;;;;;;;;;;;;;;;
Stand:;27.05.2019;03:05;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Format: CSV. Trennzeichen: Semikolon. Zeichensatz: UTF-8 mit BOM;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Wahlart;Wahltag;Gebietsart;Gebietsnummer;Gebietsname;UegGebietsart;UegGebietsnummer;Gruppenart;Gruppenname;Gruppenreihenfolge;Stimme;Anzahl;Prozent;VorpAnzahl;VorpProzent;DiffProzent;DiffProzentPkt;Bemerkung
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;PIRATEN;7;1;24186;0,646578;34963;1,17395;-30,824014;-0,527373;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;Tierschutzpartei;8;1;54499;1,456952;32437;1,089135;68,014921;0,367817;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;NPD;9;1;6616;0,176869;16915;0,567954;-60,886787;-0,391085;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;Die PARTEI;10;1;89155;2,38343;16232;0,545021;449,254559;1,83841;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;FAMILIE;11;1;23937;0,639921;13840;0,464705;72,955202;0,175216;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;FREIE WÄHLER;12;1;23936;0,639894;11756;0,39473;103,606669;0,245164;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;Volksabstimmung;13;1;4791;0,12808;5463;0,183431;-12,300934;-0,05535;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;ÖDP;14;1;16058;0,429287;5242;0,17601;206,333461;0,253277;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;DKP;15;1;1311;0,035048;1511;0,050735;-13,236267;-0,015687;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;BP;16;1;2897;0,077447;1135;0,03811;155,242291;0,039337;
